uuid,Keywords,label
1344,Employment and child support outcomes among noncustodial fathers: An evaluation of the Fathers Advancing Community Together program,1
1345,Five Tips for Becoming an Ideal General Hospitalist,1
1346,Changing the urban design of cities for health: The superblock model,1
1347,A Life Less than Ordinary: The Schooner Ocean (1821-1865),1
1348,"Inhibitory effect of CC chemokine ligand 23 (CCL23)/ transcription factor activating enhancer binding protein 4 (TFAP4) on cell proliferation, invasion and angiogenesis in hepatocellular carcinoma",1
1349,"European commitment to COP21 and the role of energy consumption, FDI, trade and economic complexity in sustaining economic growth",1
1350,Chlorophyll- and anthocyanin-rich cell organelles affect light scattering in apple skin,1
1351,A survey of polar stationary phases for hydrophilic interaction chromatography and recent progress in understanding retention and selectivity,0
1352,Countermeasures for Health Care Disruptions During Lockdowns,1
1353,One novel naphthalene derivative and other constituents with anti-complementary activities from the aerial parts of Dracocephalum moldavica,1
1354,Enhancing digital literacy with an intelligent conversational agent for senior citizens in Thailand,0
1355,Extracellular polymeric substance decomposition linked to hydrogen recovery from waste activated sludge: Role of peracetic acid and free nitrous acid co-pretreatment in a prefermentation-bioelectrolysis cascading system,1
1356,Environmental regulation and industrial capacity utilization: An empirical study of China,0
1357,Strategies for designing proteolysis targeting chimaeras (PROTACs),1
1358,Evaluation of city sustainability using multi-criteria decision-making considering interaction among criteria in Liaoning province China,0
1359,Early onset X-linked female limited high myopia in three multigenerational families caused by novel mutations in the ARR3 gene,1
1360,Choking under pressure: Does it get easier with age? How loneliness affects social monitoring across the life span,1
1361,Emerging roles of SWI/SNF remodelers in fungal pathogens,1
1362,"A study on China's economic growth, green energy technology, and carbon emissions based on the Kuznets curve (EKC)",1
1363,"Fragile X Premutation: Medications, Therapy and Lifestyle Advice",1
1364,Does COVID-19 predispose patients to type 1 diabetes mellitus?,1
1365,Association of blood APMAP content and meat quality trait in Rex rabbits,1
1366,Adolescents' Use of Sexually Explicit Internet Material Over the Course of 2019-2020 in the Context of the COVID-19 Pandemic: A Three-wave Panel Study,1
1367,Use of mycorrhizal fungi and phosphorus fertilization to improve the yield of onion ( Allium cepa L.) plant,0
1368,Testing for the existence of the Environmental Kuznets Curve (EKC) for CO(2)emissions in Ghana: evidence from the bootstrap rolling window Granger causality test,1
1369,A Maximum Caliber analysis of the Foldon Hypothesis,1
1370,Modeling tumor plasticity in organoid models of human cancer,1
1371,The Effect of the Covid-19 Lockdown on Air Quality in Three Italian Medium-Sized Cities,0
1372,Primary Testicular Lymphoma with Central Nervous System Relapse Was Successfully Treated by a Chemo-Free Regimen: A Case Report and Literature Review,1
1373,A new grading system for evaluating China's cultivated land quality,0
1374,"Mapping ecosystem services bundles for analyzing spatial trade-offs in inner Mongolia, China",0
1375,Influence of FDI characteristics on high-quality development of China's economy,1
1376,How does high-speed railway affect green innovation efficiency? A perspective of innovation factor mobility,1
1377,The psychological role of music and attentional control for religious experiences in worship,1
1378,Remanufacturing for the circular economy: Study and evaluation of critical factors,0
1379,"Energy, exergy, environmental and economic comparison of various solar thermal systems using water and Thermia Oil B base fluids, and CuO and Al2O3 nanofluids",0
1380,Assessing the energy dynamics of Pakistan: Prospects of biomass energy,0
1381,A techno-economic sizing method for grid-connected household photovoltaic battery systems,0
1382,Industry 4.0 and circular economy: Operational excellence for sustainable reverse supply chain performance,0
1383,Maternal Signatures of Cortisol in First Trimester Small-for-Gestational Age,1
1384,Phlegmonous gastritis in 2 yearling horses,1
1385,Acute peri-operative neurocognitive disorders: a narrative review,1
1386,"""New White Ethnics"" or ""New Latinos""?: Hispanic/Latino Pan-Ethnicity and Ancestry Reporting among South American Immigrants to the United States",1
1387,A review on experimental and numerical investigations of cortical bone fracture,1
1388,"Fiscal decentralization, environmental regulation, and pollution: a spatial investigation",0
1389,"Techno-economic analysis of a hybrid power system based on the cost-effective hydrogen production method for rural electrification, a case study in Iran",0
1390,Assessing changes to adolescent health-promoting behaviors following the onset of the COVID-19 pandemic: A multi-methods exploration of the role of within-person combinations of trait perfectionism,1
1391,Carboxymethyl Cellulose (CMC) Optical Fibers for Environment Sensing and Short-Range Optical Signal Transmission,1
1392,Multi-functional Potential of Five Lactic Acid Bacteria Strains Derived from Giant Panda (Ailuropoda melanoleuca),1
1393,Acute Presentation of a High-Grade Myxofibrosarcoma Originating in the Thoracic Wall: A Case Report,1
1394,"Self-disclosure during the COVID-19 emergency: Effects of narcissism traits, time perspective, virtual presence, and hedonic gratification",0
1395,Intranasal delivery of Clozapine using nanoemulsion-based in-situ gels: An approach for bioavailability enhancement,1
1396,Construction and validation of the diagnostic model of keloid based on weighted gene co-expression network analysis (WGCNA) and differential expression analysis,1
1397,Reliability and usefulness of maximum soccer-specific jump test: a valid and cost-effective system to measure on soccer field,1
1398,Does financial agglomeration promote the increase of energy efficiency in China?,1
1399,The relationship between energy consumption and fiscal decentralization and the importance of urbanization: Evidence from Chinese provinces,1
1400,Hybrid photovoltaic and wind mini-grids in Kenya: Techno-economic assessment and barriers to diffusion,0
1401,Multicriteria analysis of seawater electrolysis technologies for green hydrogen production at sea,0
1402,Exclusive Enteral Nutrition in Adult Crohn's Disease: an Overview of Clinical Practice and Perceived Barriers,1
1403,Investigating the barriers to building information modeling (BIM) implementation within the Nigerian construction industry,1
1404,A survey on providing customer and public administration based services using AI: chatbot,0
1405,Effective municipal solid waste management capability under uncertainty in Vietnam: Utilizing economic efficiency and technology to foster social mobilization and environmental integrity,0
1406,How does green credit policy affect total factor productivity of the manufacturing firms in China? The mediating role of debt financing and the moderating role of environmental regulation,1
1407,Modeling mortality rates and environmental degradation in Asia and the Pacific: does income group matter?,1
1408,Upstream Activation Sequence Can Function as an Insulator for Chromosomal Regulation of Heterologous Pathways Against Position Effects in Saccharomyces cerevisiae,1
1409,Biosynthetic process and strain improvement approaches for industrial penicillin production,1
1410,An Infant with Blended Phenotype of Zellweger Spectrum Disorder and Congenital Muscular Dystrophy,1
